category,rxnorm_code,rxnorm_name
Antihistamines,371136,brompheniramine / pseudoephedrine Extended Release Oral Capsule
Antihistamines,371139,brompheniramine / pseudoephedrine Oral Solution
Antihistamines,371140,brompheniramine / pseudoephedrine Oral Tablet
Antihistamines,371142,brompheniramine Oral Capsule
Antihistamines,371143,brompheniramine Extended Release Oral Capsule
Antihistamines,371144,brompheniramine Injectable Solution
Antihistamines,371145,brompheniramine Oral Tablet
Antihistamines,371146,brompheniramine Extended Release Oral Tablet
Antihistamines,371149,buclizine Oral Tablet
Antihistamines,371270,carbinoxamine / pseudoephedrine Chewable Tablet
Antihistamines,371271,carbinoxamine / pseudoephedrine Oral Solution
Antihistamines,371273,carbinoxamine / pseudoephedrine Oral Tablet
Antihistamines,371274,carbinoxamine / pseudoephedrine Extended Release Oral Tablet
Antihistamines,371275,carbinoxamine Oral Solution
Antihistamines,371277,carbinoxamine Oral Tablet
Antihistamines,371362,cetirizine Oral Solution
Antihistamines,371364,cetirizine Oral Tablet
Antihistamines,371388,chlorcyclizine / pseudoephedrine Oral Tablet
Antihistamines,371402,chloropyramine Injectable Solution
Antihistamines,371403,chloropyramine Oral Tablet
Antihistamines,371441,chlorpheniramine Oral Capsule
Antihistamines,371442,chlorpheniramine Extended Release Oral Capsule
Antihistamines,371443,chlorpheniramine Chewable Tablet
Antihistamines,371444,chlorpheniramine Injectable Solution
Antihistamines,371445,chlorpheniramine Oral Solution
Antihistamines,371447,chlorpheniramine Oral Tablet
Antihistamines,371448,chlorpheniramine Extended Release Oral Tablet
Antihistamines,371451,chlorpheniramine Oral Suspension
Antihistamines,371545,clemastine / phenylpropanolamine Oral Tablet
Antihistamines,371546,clemastine / phenylpropanolamine Extended Release Oral Tablet
Antihistamines,371549,clemastine Oral Tablet
Antihistamines,371657,cyclizine Rectal Suppository
Antihistamines,371659,cyclizine Oral Tablet
Antihistamines,371660,cyclizine Injectable Solution
Antihistamines,371670,cyproheptadine Oral Tablet
Antihistamines,371730,astemizole / dexamethasone Oral Tablet
Antihistamines,371735,cyproheptadine / dexamethasone Injectable Solution
Antihistamines,371740,dexbrompheniramine / pseudoephedrine Oral Tablet
Antihistamines,371741,dexbrompheniramine / pseudoephedrine Extended Release Oral Tablet
Antihistamines,371742,dexchlorpheniramine Oral Solution
Antihistamines,371743,dexchlorpheniramine Oral Tablet
Antihistamines,371744,dexchlorpheniramine Extended Release Oral Tablet
Antihistamines,371884,diphenhydramine / pseudoephedrine Oral Capsule
Antihistamines,371885,diphenhydramine / pseudoephedrine Extended Release Oral Capsule
Antihistamines,371887,diphenhydramine / pseudoephedrine Oral Solution
Antihistamines,371889,diphenhydramine Oral Solution
Antihistamines,371890,diphenhydramine Topical Solution
Antihistamines,371891,diphenhydramine Oral Capsule
Antihistamines,371892,diphenhydramine Oral Tablet
Antihistamines,371893,diphenhydramine Chewable Tablet
Antihistamines,371895,diphenhydramine Injectable Solution
Antihistamines,371904,diphenhydramine / tripelennamine Topical Solution
Antihistamines,371905,diphenhydramine / zinc acetate Topical Solution
Antihistamines,371912,diphenylpyraline Extended Release Oral Capsule
Antihistamines,371967,doxylamine Oral Capsule
Antihistamines,371968,doxylamine Oral Tablet
Antihistamines,371992,ebastine Oral Solution
Antihistamines,371993,ebastine Oral Tablet
Antihistamines,372028,epinastine Delayed Release Oral Tablet
Antihistamines,372195,fexofenadine Oral Capsule
Antihistamines,372196,fexofenadine Oral Tablet
Antihistamines,372441,hydroxyzine Oral Solution
Antihistamines,372520,isothipendyl Extended Release Oral Capsule
Antihistamines,372522,isothipendyl Oral Tablet
Antihistamines,372548,ketotifen Oral Capsule
Antihistamines,372549,ketotifen Oral Solution
Antihistamines,372550,ketotifen Ophthalmic Solution
Antihistamines,372552,ketotifen Oral Tablet
Antihistamines,372643,loratadine Oral Tablet
Antihistamines,372727,mebhydroline Oral Tablet
Antihistamines,372729,meclizine Oral Capsule
Antihistamines,372730,meclizine Chewable Tablet
Antihistamines,372731,meclizine Oral Tablet
Antihistamines,372780,mequitazine Oral Tablet
Antihistamines,372816,methdilazine Chewable Tablet
Antihistamines,372818,methdilazine Oral Tablet
Antihistamines,372966,cyclizine / morphine Injectable Solution
Antihistamines,372994,antazoline / naphazoline Ophthalmic Solution
Antihistamines,372995,diphenhydramine / naphazoline Ophthalmic Solution
Antihistamines,372997,naphazoline / pheniramine Ophthalmic Solution
Antihistamines,373170,oxatomide Oral Suspension
Antihistamines,373171,oxatomide Oral Tablet
Antihistamines,373172,oxatomide Extended Release Oral Tablet
Antihistamines,373311,phenindamine Oral Tablet
Antihistamines,373366,pheniramine / phenylephrine Nasal Solution
Antihistamines,373383,pheniramine / phenylephrine Ophthalmic Solution
Antihistamines,373388,dimethindene / phenylephrine Nasal Spray
Antihistamines,373395,phenylephrine / pyrilamine Ophthalmic Solution
Antihistamines,373629,promethazine / pseudoephedrine Oral Tablet
Antihistamines,373630,promethazine Oral Tablet
Antihistamines,373632,promethazine Rectal Suppository
Antihistamines,373713,pyrilamine Oral Tablet
Antihistamines,373715,pyrilamine Injectable Solution
Antihistamines,374069,antazoline / tetrahydrozoline Ophthalmic Solution
Antihistamines,374088,ketotifen / theophylline Oral Solution
Antihistamines,374089,ketotifen / theophylline Extended Release Oral Tablet
Antihistamines,374221,trimeprazine Extended Release Oral Capsule
Antihistamines,374222,trimeprazine Oral Tablet
Antihistamines,374244,pseudoephedrine / triprolidine Oral Capsule
Antihistamines,374245,pseudoephedrine / triprolidine Extended Release Oral Capsule
Antihistamines,374246,pseudoephedrine / triprolidine Oral Solution
Antihistamines,374247,pseudoephedrine / triprolidine Oral Tablet
Antihistamines,374248,pseudoephedrine / triprolidine Chewable Tablet
Antihistamines,374249,triprolidine Oral Tablet
Antihistamines,374250,triprolidine Extended Release Oral Tablet
Antihistamines,374389,meperidine / promethazine Oral Capsule
Antihistamines,374465,pseudoephedrine / triprolidine Extended Release Oral Tablet
Antihistamines,374508,pheniramine / phenylephrine Nasal Spray
Antihistamines,374535,brompheniramine Oral Solution
Antihistamines,374567,diphenhydramine / pseudoephedrine Oral Tablet
Antihistamines,374568,brompheniramine / phenylpropanolamine Oral Capsule
Antihistamines,374597,loratadine Disintegrating Oral Tablet
Antihistamines,374692,pheniramine / phenylpropanolamine / phenyltoloxamine / pyrilamine Oral Solution
Antihistamines,374705,pheniramine / phenylpropanolamine / phenyltoloxamine / pyrilamine Extended Release Oral Capsule
Antihistamines,374754,naphazoline / phenylephrine / pyrilamine Nasal Spray
Antihistamines,374967,chlorpheniramine / phenylephrine Nasal Spray
Antihistamines,375012,dexchlorpheniramine / pseudoephedrine Extended Release Oral Tablet
Antihistamines,375033,diphenhydramine Mucous Membrane Topical Solution
Antihistamines,375034,diphenylpyraline Oral Tablet
Antihistamines,375214,phenylephrine / pyrilamine Nasal Spray
Antihistamines,375460,pheniramine / phenylpropanolamine / pyrilamine Extended Release Oral Tablet
Antihistamines,375780,buclizine Chewable Tablet
Antihistamines,375799,dexbrompheniramine Extended Release Oral Tablet
Antihistamines,375846,hydroxyzine / oxyphencyclimine Oral Tablet
Antihistamines,376210,astemizole / dexamethasone Oral Solution
Antihistamines,376212,dexbrompheniramine Oral Tablet
Antihistamines,376222,cyclizine / dipipanone Oral Tablet
Antihistamines,376317,triprolidine Oral Solution
Antihistamines,376324,antazoline / xylometazoline Ophthalmic Solution
Antihistamines,376346,carbinoxamine Extended Release Oral Tablet
Antihistamines,376353,doxylamine / pseudoephedrine Oral Solution
Antihistamines,376489,diphenhydramine / zinc acetate Topical Ointment
Antihistamines,376496,diphenhydramine Topical Ointment
Antihistamines,376497,diphenhydramine / resorcinol Topical Ointment
Antihistamines,376800,phenylephrine / pyrilamine Nasal Solution
Antihistamines,377318,diphenhydramine Topical Spray
Antihistamines,377320,diphenhydramine / tripelennamine Topical Spray
Antihistamines,377321,diphenhydramine / zinc acetate Topical Spray
Antihistamines,377362,diphenhydramine / hydrocortisone Topical Spray
Antihistamines,377372,bifonazole / diphenhydramine Topical Spray
Antihistamines,377558,brompheniramine / phenylpropanolamine Oral Solution
Antihistamines,377682,diphenhydramine / hydrocortisone Topical Lotion
Antihistamines,377683,diphenhydramine Topical Lotion
Antihistamines,377684,diphenhydramine / pyrilamine Topical Cream
Antihistamines,377686,diphenhydramine / zinc acetate Topical Cream
Antihistamines,377689,diphenhydramine Topical Cream
Antihistamines,377756,methapyrilene / pyrilamine Topical Lotion
Antihistamines,377799,promethazine Topical Cream
Antihistamines,377801,pyrilamine Topical Cream
Antihistamines,377858,bifonazole / diphenhydramine Topical Lotion
Antihistamines,377866,chlorcyclizine / hydrocortisone Topical Cream
Antihistamines,377883,cyclomethycaine / diphenhydramine Topical Lotion
Antihistamines,377884,cyclomethycaine / diphenhydramine Topical Cream
Antihistamines,377976,diphenhydramine Topical Gel
Antihistamines,377979,diphenhydramine / resorcinol Topical Gel
Antihistamines,377983,diphenhydramine / tripelennamine Topical Gel
Antihistamines,377987,diphenhydramine / zinc acetate Topical Gel
Antihistamines,378029,isothipendyl Topical Gel
Antihistamines,378058,bifonazole / diphenhydramine Topical Gel
Antihistamines,378097,albuterol / ketotifen / theophylline Oral Tablet
Antihistamines,378148,azatadine / pseudoephedrine Oral Tablet
Antihistamines,378198,atropine / brompheniramine / phenyltoloxamine / pseudoephedrine Extended Release Oral Tablet
Antihistamines,378270,brompheniramine / pseudoephedrine Oral Capsule
Antihistamines,378274,pheniramine / phenyltoloxamine / pseudoephedrine / pyrilamine Extended Release Oral Capsule
Antihistamines,378295,desloratadine Oral Tablet
Antihistamines,378300,desloratadine Chewable Tablet
Antihistamines,378302,brompheniramine Chewable Tablet
Antihistamines,378345,brompheniramine / phenylpropanolamine Extended Release Oral Tablet
Antihistamines,378711,cetirizine / pseudoephedrine Extended Release Oral Tablet
Antihistamines,378719,diphenhydramine / pseudoephedrine Disintegrating Oral Tablet
Antihistamines,378796,dexchlorpheniramine / pseudoephedrine Extended Release Suspension
Antihistamines,378810,diphenylpyraline Extended Release Oral Tablet
Antihistamines,379016,diphenhydramine / pramoxine Topical Lotion
Antihistamines,379095,brompheniramine Oral Suspension
Antihistamines,379141,pheniramine / phenylpropanolamine / pyrilamine Oral Solution
Antihistamines,379158,dexchlorpheniramine / pseudoephedrine Oral Suspension
Antihistamines,379407,chlorpheniramine / hydrocortisone / pyrilamine Topical Lotion
Antihistamines,380966,promethazine Oral Tablet [Phenergan Nightime]
Antihistamines,385475,clemastine 1 MG
Antihistamines,385595,mizolastine 10 MG
Antihistamines,385596,mizolastine Extended Release Oral Tablet
Antihistamines,385713,cyclizine Oral Tablet [Valoid]
Antihistamines,385764,ketotifen Oral Capsule [Zaditen]
Antihistamines,385765,ketotifen Oral Tablet [Zaditen]
Antihistamines,385767,clemastine Oral Tablet [Tavegil]
Antihistamines,385768,dimethindene 2.5 MG
Antihistamines,385769,dimethindene Extended Release Oral Tablet
Antihistamines,386004,diphenhydramine Oral Tablet [Paxidorm]
Antihistamines,386144,mizolastine Extended Release Oral Tablet [Mizollen]
Antihistamines,389113,loratadine 10 MG / pseudoephedrine sulfate 240 MG Oral Tablet
Antihistamines,392946,astemizole 10 MG/ML
Antihistamines,392948,astemizole / cetrimide / oxymetazoline Nasal Solution
Antihistamines,393388,loratadine / pseudoephedrine Oral Tablet
Antihistamines,393511,fexofenadine Extended Release Oral Tablet
Antihistamines,39684,epinastine
Antihistamines,402322,epinastine Ophthalmic Solution
Antihistamines,402324,epinastine Ophthalmic Solution [Elestat]
Antihistamines,402343,levocetirizine Oral Tablet
Antihistamines,402352,meclizine Oral Lozenge
Antihistamines,402357,desloratadine 0.5 MG/ML
Antihistamines,402950,hydroxyzine Oral Tablet [Ucerax]
Antihistamines,403112,hydroxyzine Injectable Solution [Vistaril]
Antihistamines,403841,desloratadine 5 MG Disintegrating Oral Tablet
Antihistamines,403944,carbinoxamine maleate 0.4 MG/ML / carbinoxamine tannate 1.2 MG/ML Oral Suspension
Antihistamines,404053,loratadine 10 MG Oral Tablet [Tavist Non-Sedating]
Antihistamines,404339,carbinoxamine maleate 0.4 MG/ML Oral Solution [Pediatex]
Antihistamines,404628,12 HR brompheniramine maleate 6 MG Extended Release Oral Tablet [Lodrane]
Antihistamines,405824,diphenhydramine / pseudoephedrine Oral Solution [Benadryl Allergy Sinus]
Antihistamines,405867,brompheniramine Extended Release Suspension
Antihistamines,405873,brompheniramine Extended Release Suspension [BroveX]
Antihistamines,405907,desloratadine Disintegrating Oral Tablet
Antihistamines,405920,carbinoxamine / methscopolamine / pseudoephedrine Extended Release Oral Tablet
Antihistamines,406074,brompheniramine Chewable Tablet [BroveX CT]
Antihistamines,406143,carbinoxamine Oral Tablet [Palgic]
Antihistamines,406144,carbinoxamine Oral Solution [Palgic]
Antihistamines,406149,brompheniramine Extended Release Oral Tablet [Lodrane]
Antihistamines,406171,carbinoxamine Oral Solution [Pediatex]
Antihistamines,406181,carbinoxamine tannate 1.2 MG/ML
Antihistamines,406243,diphenhydramine / pseudoephedrine Oral Tablet [Tavist NightTime Allergy]
Antihistamines,406244,loratadine Oral Tablet [Tavist Non-Sedating]
Antihistamines,410144,methapyrilene 25 MG Oral Capsule
Antihistamines,410298,bamipine 25 MG Oral Capsule
Antihistamines,412040,dimethindene 4 MG Extended Release Oral Capsule
Antihistamines,412715,pheniramine 22.8 MG/ML Injectable Solution
Antihistamines,413921,trimeprazine 5 MG/ML Injectable Solution
Antihistamines,415318,betamethasone 2 MG/ML / diphenylpyraline 3 MG/ML Injectable Solution
Antihistamines,415489,bamipine 0.02 MG/MG Topical Gel
Antihistamines,415683,oxatomide 0.05 MG/MG Topical Gel
Antihistamines,415823,clemastine 0.0003 MG/MG Topical Gel
Antihistamines,416505,promethazine 0.005 MG/MG Topical Gel
Antihistamines,416601,clemastine 0.0003 MG/MG / clocortolone 0.001 MG/MG Topical Gel
Antihistamines,417533,pheniramine 0.0125 MG/MG Topical Ointment
Antihistamines,418258,bamipine lactate 0.02 MG/MG Topical Ointment
Antihistamines,418316,antazoline 0.02 MG/MG Topical Ointment
Antihistamines,418925,polidocanol 0.03 MG/MG / prednisolone 0.004 MG/MG / promethazine 0.02 MG/MG Topical Ointment
Antihistamines,420475,meclizine 50 MG Rectal Suppository
Antihistamines,421679,barbital 30 MG / pyrilamine 25 MG Rectal Suppository
Antihistamines,421680,barbital 60 MG / pyrilamine 50 MG Rectal Suppository
Antihistamines,421758,aminophylline 320 MG / promethazine 20 MG Rectal Suppository
Antihistamines,422023,cetirizine 1 MG/ML Oral Suspension
Antihistamines,422568,astemizole 20 MG/ML Oral Suspension
Antihistamines,42328,astemizole
Antihistamines,423370,betamethasone 0.05 MG/ML / loratadine 1 MG/ML Oral Solution
Antihistamines,427455,cetirizine 20 MG Oral Tablet
Antihistamines,427465,loratadine 10 MG / povidone 16 MG Oral Tablet
Antihistamines,427812,isothipendyl 12 MG Oral Tablet
Antihistamines,429449,trimeprazine 25 MG Oral Tablet
Antihistamines,429701,bamipine 50 MG Oral Tablet
Antihistamines,429830,cobamamide 2.5 MG / cyproheptadine 2 MG Oral Tablet
Antihistamines,429865,epinastine 20 MG Oral Tablet
Antihistamines,430573,azelastine 2.2 MG Oral Tablet
Antihistamines,430574,dimethindene 1 MG Oral Tablet
Antihistamines,430630,mequitazine 10 MG Oral Tablet
Antihistamines,430659,diphenylpyraline 1.5 MG Oral Tablet
Antihistamines,430707,mizolastine 10 MG Oral Tablet
Antihistamines,432822,clemastine 1 MG / dexamethasone 0.5 MG Oral Tablet
Antihistamines,432919,betamethasone 0.25 MG / loratadine 5 MG Oral Tablet
Antihistamines,432936,methdilazine 4 MG Oral Tablet
Antihistamines,433622,cyproheptadine 3 MG / dexamethasone 0.75 MG Oral Tablet
Antihistamines,433882,24 HR ketotifen 2 MG Extended Release Oral Tablet
Antihistamines,434185,12 HR isothipendyl 12 MG Extended Release Oral Tablet
Antihistamines,434191,12 HR dimethindene 2.5 MG Extended Release Oral Tablet
Antihistamines,434666,azatadine 0.5 MG/ML
Antihistamines,434686,azelastine 2.2 MG
Antihistamines,434687,azelastine Oral Tablet
Antihistamines,434711,bamipine 50 MG
Antihistamines,434712,bamipine Oral Tablet
Antihistamines,434713,bamipine 2.5 MG/ML
Antihistamines,434714,bamipine lactate 0.02 MG/MG
Antihistamines,435916,pyrilamine maleate 25 MG Oral Capsule
Antihistamines,436117,hydroxyzine 25 MG / oxyphencyclimine 10 MG Oral Tablet
Antihistamines,437226,buclizine 6.25 MG
Antihistamines,437430,aminophylline / promethazine Rectal Suppository
Antihistamines,437715,antazoline 0.02 MG/MG
Antihistamines,437716,antazoline Topical Ointment
Antihistamines,437737,bamipine 0.02 MG/MG
Antihistamines,437738,bamipine Topical Gel
Antihistamines,437739,bamipine 25 MG
Antihistamines,437740,bamipine Oral Capsule
Antihistamines,437780,astemizole 20 MG/ML
Antihistamines,438075,buclizine 12.5 MG
Antihistamines,438361,carbinoxamine Extended Release Oral Capsule
Antihistamines,438470,cetirizine Oral Suspension
Antihistamines,438471,cetirizine 20 MG
Antihistamines,438683,clemastine 0.0003 MG/MG
Antihistamines,438685,clemastine / clocortolone Topical Gel
Antihistamines,438686,clemastine 0.05 MG/ML
Antihistamines,438688,clemastine / dexamethasone Oral Tablet
Antihistamines,438705,clemastine Topical Gel
Antihistamines,438865,cyproheptadine 2 MG
Antihistamines,438866,cobamamide / cyproheptadine Oral Tablet
Antihistamines,438871,cyproheptadine 3 MG
Antihistamines,438872,cyproheptadine / dexamethasone Oral Tablet
Antihistamines,438873,cyproheptadine 0.6 MG/ML
Antihistamines,439141,dimethindene 0.123 MG/ML
Antihistamines,439143,dimethindene 1 MG
Antihistamines,439144,dimethindene Oral Tablet
Antihistamines,439146,dimethindene 4 MG
Antihistamines,439147,dimethindene Extended Release Oral Capsule
Antihistamines,439180,diphenhydramine Rectal Suppository
Antihistamines,439195,cetylpyridinium / diphenhydramine Topical Gel
Antihistamines,439205,cetrimide / diphenhydramine / moroxydine Topical Cream
Antihistamines,439207,diphenylpyraline 1.5 MG
Antihistamines,439267,epinastine 2 MG/ML
Antihistamines,439269,epinastine Oral Tablet
Antihistamines,439901,oxatomide 2 MG/ML
Antihistamines,439902,chlophedianol / guaiacol ethylglycolate / oxatomide Oral Suspension
Antihistamines,440483,ketotifen 2 MG
Antihistamines,440484,ketotifen Extended Release Oral Tablet
Antihistamines,440701,promethazine 0.02 MG/MG
Antihistamines,440702,polidocanol / prednisolone / promethazine Topical Ointment
Antihistamines,440906,isothipendyl Extended Release Oral Tablet
Antihistamines,441186,meclizine Rectal Suppository
Antihistamines,446178,betamethasone / loratadine Oral Solution
Antihistamines,446180,loratadine / povidone Oral Tablet
Antihistamines,446332,mequitazine 0.5 MG/ML
Antihistamines,446334,mequitazine 10 MG
Antihistamines,446377,methapyrilene 25 MG
Antihistamines,446378,methapyrilene Oral Capsule
Antihistamines,446383,methdilazine 4 MG
Antihistamines,446516,mizolastine Oral Tablet
Antihistamines,446926,oxatomide 0.05 MG/MG
Antihistamines,446927,oxatomide Topical Gel
Antihistamines,446934,diphenhydramine / oxeladin / salicylamide Oral Tablet
Antihistamines,446994,loratadine 2.5 MG
Antihistamines,450461,diphenhydramine / pentaerythritol Oral Tablet
Antihistamines,450462,hydroxyzine / pentaerythritol Oral Tablet
Antihistamines,450557,pheniramine 0.0125 MG/MG
Antihistamines,450558,pheniramine Topical Ointment
Antihistamines,450559,pheniramine 22.8 MG/ML
Antihistamines,450560,pheniramine Injectable Solution
Antihistamines,450793,pimethixene 0.182 MG/ML
Antihistamines,450993,promethazine 0.005 MG/MG
Antihistamines,450994,promethazine Topical Gel
Antihistamines,450999,promethazine Oral Solution
Antihistamines,451287,pyrilamine Oral Solution
Antihistamines,451289,pyrilamine Oral Capsule
Antihistamines,451292,barbital / pyrilamine Rectal Suppository
Antihistamines,452178,diphenylpyraline 3 MG/ML
Antihistamines,452179,betamethasone / diphenylpyraline Injectable Solution
Antihistamines,452332,diphenhydramine / fomocain / tyrothricin Topical Gel
Antihistamines,452379,trimeprazine 25 MG
Antihistamines,452380,trimeprazine 5 MG/ML
Antihistamines,452381,trimeprazine Injectable Solution
Antihistamines,452395,triprolidine Topical Cream
Antihistamines,476332,cetirizine Chewable Tablet
Antihistamines,476516,carbinoxamine maleate 0.3 MG/ML Oral Solution
Antihistamines,476517,carbinoxamine maleate 0.3 MG/ML
Antihistamines,476532,carbinoxamine tannate 0.72 MG/ML Oral Suspension
Antihistamines,476535,carbinoxamine Oral Suspension
Antihistamines,477024,diphenhydramine citrate 19 MG
Antihistamines,477045,chlorpheniramine maleate 2 MG/ML Oral Solution
Antihistamines,477221,carbinoxamine tannate 0.72 MG/ML / pseudoephedrine tannate 9.1 MG/ML Oral Suspension
Antihistamines,477224,carbinoxamine / pseudoephedrine Oral Suspension
Antihistamines,477245,diphenhydramine citrate 19 MG Disintegrating Oral Tablet
Antihistamines,477246,diphenhydramine Disintegrating Oral Tablet
Antihistamines,477587,24 HR brompheniramine maleate 12 MG Extended Release Oral Capsule
Antihistamines,485607,brompheniramine tannate 0.8 MG/ML Oral Suspension
Antihistamines,485660,pyrilamine 1.2 MG/ML
Antihistamines,486016,chlorothen / methapyrilene / pyrilamine Topical Lotion
Antihistamines,486017,chlorothen 0.6 MG/ML / methapyrilene 2.2 MG/ML / pyrilamine 2.2 MG/ML Topical Lotion
Antihistamines,486487,brompheniramine / pseudoephedrine Oral Suspension
Antihistamines,486562,chlorpheniramine / pyrilamine Topical Lotion
Antihistamines,486565,chlorpheniramine / hydrocortisone / pheniramine / pyrilamine Topical Lotion
Antihistamines,539650,dexchlorpheniramine / pseudoephedrine Oral Tablet
Antihistamines,540358,brompheniramine maleate 6 MG Extended Release Oral Tablet
Antihistamines,540361,brompheniramine Extended Release Oral Tablet [Bidhist]
Antihistamines,540362,brompheniramine maleate 6 MG Extended Release Oral Tablet [Bidhist]
Antihistamines,540622,desloratadine 0.5 MG/ML [Clarinex]
Antihistamines,541029,cetirizine Chewable Tablet [Zyrtec]
Antihistamines,541160,promethazine Rectal Suppository [Phenadoz]
Antihistamines,541232,hydroxyzine Oral Capsule [Hypam]
Antihistamines,541672,loratadine 10 MG [Agistam]
Antihistamines,541673,loratadine Oral Tablet [Agistam]
Antihistamines,541674,loratadine 10 MG Oral Tablet [Agistam]
Antihistamines,541743,pseudoephedrine / triprolidine Oral Tablet [Acticon]
Antihistamines,542027,chlorpheniramine Oral Tablet [Ed Chlor Tan]
Antihistamines,542048,dexchlorpheniramine Extended Release Oral Tablet [Polaramine]
Antihistamines,54236,oxatomide
Antihistamines,542419,hydroxyzine Oral Tablet [Atazine]
Antihistamines,542912,carbinoxamine Oral Solution [Mintex PD]
Antihistamines,542947,brompheniramine maleate 1 MG/ML / pseudoephedrine hydrochloride 12.5 MG/ML Oral Solution
Antihistamines,543307,pseudoephedrine / triprolidine Oral Solution [Zymine D]
Antihistamines,544179,carbinoxamine Oral Suspension [Pediatex 12]
Antihistamines,544218,chlorpheniramine tannate 2 MG/ML Oral Suspension
Antihistamines,544221,chlorpheniramine Oral Suspension [Ed ChlorPed]
Antihistamines,544222,chlorpheniramine tannate 2 MG/ML Oral Suspension [Ed ChlorPed]
Antihistamines,544225,meclizine Oral Tablet [Bonikraft]
Antihistamines,544307,chlorpheniramine Oral Suspension [Ricobid H]
Antihistamines,544710,brompheniramine Injectable Solution [Histine-B]
Antihistamines,545789,hydroxyzine Injectable Solution [Antatens]
Antihistamines,545793,hydroxyzine Injectable Solution [Dovaril]
Antihistamines,545797,hydroxyzine Injectable Solution [Restall]
Antihistamines,546173,dexchlorpheniramine / methscopolamine / pseudoephedrine Extended Release Oral Tablet
Antihistamines,562263,clemastine Extended Release Oral Tablet
Antihistamines,562631,12 HR azatadine maleate 1 MG / pseudoephedrine sulfate 120 MG Extended Release Oral Tablet
Antihistamines,563011,diphenylpyraline 5 MG [Histryl Spansule]
Antihistamines,563012,diphenylpyraline 2.5 MG [Histryl Pediatric Spansule]
Antihistamines,563013,diphenylpyraline 5 MG [Lergoban]
Antihistamines,563014,trimeprazine 10 MG [Vallergan]
Antihistamines,563691,ketotifen 1 MG [Zaditen]
Antihistamines,563692,ketotifen 0.2 MG/ML [Zaditen]
Antihistamines,563696,mebhydroline 50 MG [Fabahistin]
Antihistamines,563827,cyclizine 50 MG/ML / morphine 10 MG/ML [Cyclimorph]
Antihistamines,563829,cyclizine 50 MG/ML / morphine 15 MG/ML [Cyclimorph]
Antihistamines,564738,cyclizine 50 MG [Valoid]
Antihistamines,564805,azatadine 0.1 MG/ML [Optimine]
Antihistamines,565419,mizolastine 10 MG [Mizollen]
Antihistamines,565947,astemizole 10 MG [Hismanal]
Antihistamines,565948,azatadine 1 MG [Optimine]
Antihistamines,567613,loratadine 10 MG [Claritin]
Antihistamines,569257,trimeprazine 2.5 MG [Temaril]
Antihistamines,569258,trimeprazine 0.5 MG/ML [Temaril]
Antihistamines,570085,methdilazine 3.6 MG [Tacaryl]
Antihistamines,571505,phenylephrine 2.5 MG/ML / pyrilamine 1.5 MG/ML [Myci]
Antihistamines,571602,phenindamine 25 MG [Nolahist]
Antihistamines,571614,pheniramine 2 MG/ML / phenylephrine 5 MG/ML [Dristan]
Antihistamines,571985,loratadine 1 MG/ML [Claritin]
Antihistamines,572175,cyclizine 50 MG [Marezine]
Antihistamines,572342,trimeprazine 5 MG [Temaril]
Antihistamines,574827,ketotifen 0.25 MG/ML [Zaditor]
Antihistamines,575624,loratadine 10 MG [Alavert]
Antihistamines,575830,desloratadine 5 MG [Clarinex]
Antihistamines,576146,loratadine 10 MG [Tavist Non-Sedating]
Antihistamines,577079,desloratadine 2.5 MG
Antihistamines,577080,desloratadine 2.5 MG Disintegrating Oral Tablet
Antihistamines,578927,carbinoxamine / pseudoephedrine Extended Release Suspension
Antihistamines,581538,brompheniramine Extended Release Oral Capsule [Lodrane]
Antihistamines,581539,24 HR brompheniramine maleate 12 MG Extended Release Oral Capsule [Lodrane]
Antihistamines,582308,carbinoxamine Oral Solution [Histuss PD]
Antihistamines,582331,carbinoxamine Extended Release Suspension
Antihistamines,582519,triprolidine Oral Solution [Zymine]
Antihistamines,584488,chlorpheniramine Oral Suspension [Myci Chlorped Pediatric]
Antihistamines,584489,chlorpheniramine tannate 2 MG/ML Oral Suspension [Myci Chlorped Pediatric]
Antihistamines,584640,brompheniramine tannate 1.6 MG/ML Extended Release Suspension
Antihistamines,584642,brompheniramine Extended Release Suspension [Lodrane]
Antihistamines,59636,buclizine
Antihistamines,598056,clemastine fumarate 1.34 MG Oral Tablet [Daily Hist]
Antihistamines,602183,loratadine 10 MG [Clear-Atadine]
Antihistamines,602184,loratadine Oral Tablet [Clear-Atadine]
Antihistamines,602185,loratadine 10 MG Oral Tablet [Clear-Atadine]
Antihistamines,602188,loratadine / pseudoephedrine Extended Release Oral Tablet [Clear-Atadine-D]
Antihistamines,602363,loratadine 10 MG [Dimetapp ND]
Antihistamines,602364,loratadine Disintegrating Oral Tablet [Dimetapp ND]
Antihistamines,602365,loratadine 10 MG Disintegrating Oral Tablet [Dimetapp ND]
Antihistamines,602865,diphenhydramine / pseudoephedrine Oral Tablet [Benadryl Allergy Sinus]
Antihistamines,603338,fexofenadine / pseudoephedrine Extended Release Oral Tablet
Antihistamines,604074,loratadine 1 MG/ML [Alavert]
Antihistamines,604225,carbinoxamine Oral Solution [Cordron NR]
Antihistamines,604226,carbinoxamine maleate 0.3 MG/ML Oral Solution [Cordron NR]
Antihistamines,607134,chlorpheniramine Extended Release Oral Capsule [Qdall AR]
Antihistamines,607572,desloratadine Oral Solution
Antihistamines,607573,desloratadine 0.5 MG/ML Oral Solution
Antihistamines,608012,loratadine Oral Suspension
