ATC_NAME,ATC_CODE,ATC_TYPE,RXNORM_NAME,RXNORM_CODE,RXNORM_TYPE,MEDICATION_CLASS
ANALGESICS,N02,ATC,{2 (1 ML erenumab-aooe 70 MG/ML Prefilled Syringe) } Pack,2056680,RxNorm,Analgesics
ANALGESICS,N02,ATC,{2 (1 ML erenumab-aooe 70 MG/ML Auto-Injector [Aimovig]) } Pack [Aimovig Autoinjector (140 MG Dose)],2056670,RxNorm,Analgesics
ANALGESICS,N02,ATC,1 ML morphine sulfate liposomal 10 MG/ML Injection,1731986,RxNorm,Analgesics
ANALGESICS,N02,ATC,galcanezumab Auto-Injector [Emgality],2058875,RxNorm,Analgesics
ANALGESICS,N02,ATC,hydromorphone hydrochloride 2 MG/ML Injection,1724278,RxNorm,Analgesics
ANALGESICS,N02,ATC,fremanezumab-vfrm 150 MG/ML,2056692,RxNorm,Analgesics
ANALGESICS,N02,ATC,morphine sulfate 25 MG/ML Injection [Mitigo],2055312,RxNorm,Analgesics
ANALGESICS,N02,ATC,tramadol hydrochloride 50 MG Extended Release Oral Capsule,849903,RxNorm,Analgesics
ANALGESICS,N02,ATC,tramadol hydrochloride 100 MG/ML Oral Solution,849569,RxNorm,Analgesics
ANALGESICS,N02,ATC,12 HR tramadol hydrochloride 150 MG Extended Release Oral Tablet,849561,RxNorm,Analgesics
ANALGESICS,N02,ATC,propoxyphene napsylate 60 MG Oral Capsule,849461,RxNorm,Analgesics
ANALGESICS,N02,ATC,propoxyphene hydrochloride 150 MG Extended Release Oral Capsule,849457,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 400 MG / propoxyphene napsylate 98 MG Oral Tablet,849441,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen / dipyrone Oral Tablet,370765,RxNorm,Analgesics
ANALGESICS,N02,ATC,{2 (1 ML erenumab-aooe 70 MG/ML Auto-Injector) } Pack,2056669,RxNorm,Analgesics
ANALGESICS,N02,ATC,Abuse-Deterrent 12 HR morphine sulfate 60 MG Extended Release Oral Tablet [Morphabond],1745892,RxNorm,Analgesics
ANALGESICS,N02,ATC,morphine Injection [Infumorph],1731523,RxNorm,Analgesics
ANALGESICS,N02,ATC,morphine sulfate 25 MG/ML Injection,1731518,RxNorm,Analgesics
ANALGESICS,N02,ATC,buprenorphine Injection [Buprenex],1729360,RxNorm,Analgesics
ANALGESICS,N02,ATC,fentanyl 0.3 MG/ACTUAT [Lazanda],1729321,RxNorm,Analgesics
ANALGESICS,N02,ATC,10 ML morphine sulfate 0.5 MG/ML Injection [Astramorph],1728784,RxNorm,Analgesics
ANALGESICS,N02,ATC,morphine Injection [Astramorph],1728779,RxNorm,Analgesics
ANALGESICS,N02,ATC,morphine Injection,1728776,RxNorm,Analgesics
ANALGESICS,N02,ATC,sumatriptan 6 MG/ML Auto-Injector [Zembrace],1738583,RxNorm,Analgesics
ANALGESICS,N02,ATC,ziconotide acetate 0.1 MG/ML Injection [Prialt],1738356,RxNorm,Analgesics
ANALGESICS,N02,ATC,hydromorphone hydrochloride 4 MG/ML Injection,1724265,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen Oral Capsule [Tylenol],1738138,RxNorm,Analgesics
ANALGESICS,N02,ATC,1 ML hydromorphone hydrochloride 2 MG/ML Injection,1724276,RxNorm,Analgesics
ANALGESICS,N02,ATC,morphine sulfate 30 MG [Morphabond],1745888,RxNorm,Analgesics
ANALGESICS,N02,ATC,morphine sulfate 15 MG [Morphabond],1745877,RxNorm,Analgesics
ANALGESICS,N02,ATC,1 ML hydromorphone hydrochloride 2 MG/ML Cartridge,1724644,RxNorm,Analgesics
ANALGESICS,N02,ATC,hydromorphone hydrochloride 1 MG/ML Cartridge,1724384,RxNorm,Analgesics
ANALGESICS,N02,ATC,hydromorphone hydrochloride 10 MG/ML Injection,1724339,RxNorm,Analgesics
ANALGESICS,N02,ATC,1 ML hydromorphone hydrochloride 10 MG/ML Injection,1724338,RxNorm,Analgesics
ANALGESICS,N02,ATC,hydromorphone hydrochloride 4 MG/ML Injection [Dilaudid],1724287,RxNorm,Analgesics
ANALGESICS,N02,ATC,hydromorphone hydrochloride 2 MG/ML Injection [Dilaudid],1724279,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 375 MG / caffeine 30 MG / propoxyphene napsylate 100 MG Oral Capsule,849425,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG Oral Capsule [Tylenol],1738139,RxNorm,Analgesics
ANALGESICS,N02,ATC,choline salicylate 0.174 MG/MG,339970,RxNorm,Analgesics
ANALGESICS,N02,ATC,sodium salicylate 100 MG,360853,RxNorm,Analgesics
ANALGESICS,N02,ATC,dextromoramide 10 MG/ML,353621,RxNorm,Analgesics
ANALGESICS,N02,ATC,morphine 64 MG/ML,353617,RxNorm,Analgesics
ANALGESICS,N02,ATC,frovatriptan 2.5 MG Oral Tablet [Frova],352058,RxNorm,Analgesics
ANALGESICS,N02,ATC,oxycodone hydrochloride 20 MG/ML Oral Solution [Oxydose],351415,RxNorm,Analgesics
ANALGESICS,N02,ATC,salicylic acid 1000 MG,350981,RxNorm,Analgesics
ANALGESICS,N02,ATC,sodium salicylate 324 MG Delayed Release Oral Tablet,346910,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 8.46 MG/ML,346310,RxNorm,Analgesics
ANALGESICS,N02,ATC,diflunisal 375 MG,333031,RxNorm,Analgesics
ANALGESICS,N02,ATC,salicylic acid 0.1 MG/MG,340164,RxNorm,Analgesics
ANALGESICS,N02,ATC,buprenorphine 0.035 MG/HR,393330,RxNorm,Analgesics
ANALGESICS,N02,ATC,salicylamide 300 MG,336930,RxNorm,Analgesics
ANALGESICS,N02,ATC,sodium salicylate 300 MG,336805,RxNorm,Analgesics
ANALGESICS,N02,ATC,salicylamide 3 MG,336070,RxNorm,Analgesics
ANALGESICS,N02,ATC,codeine 16 MG,336013,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 742 MG,335990,RxNorm,Analgesics
ANALGESICS,N02,ATC,pentazocine 15 MG,335340,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 17 MG/ML,335106,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 500 MG/ML / propinox 1 MG/ML Injectable Solution,251636,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 200 MG / papaverine 5 MG / phenobarbital 15 MG Rectal Suppository,420470,RxNorm,Analgesics
ANALGESICS,N02,ATC,salicylic acid 500 MG,343460,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 200 MG Oral Capsule,410224,RxNorm,Analgesics
ANALGESICS,N02,ATC,benzocaine 0.04 MG/MG / salicylamide 0.04 MG/MG Topical Gel,415742,RxNorm,Analgesics
ANALGESICS,N02,ATC,morpholine salicylate 120 MG/ML Topical Cream,415644,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 200 MG/ML Injectable Solution,413760,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 0.5 MG/ML / propinox 1 MG/ML Injectable Solution,413738,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 500 MG/ML / homatropine 1 MG/ML Injectable Solution,413076,RxNorm,Analgesics
ANALGESICS,N02,ATC,chlorpromazine 2 MG/ML / dipyrone 200 MG/ML Injectable Solution,413073,RxNorm,Analgesics
ANALGESICS,N02,ATC,flupirtine 33.3 MG/ML Injectable Solution,412660,RxNorm,Analgesics
ANALGESICS,N02,ATC,tilidine 50 MG/ML Injectable Solution,412418,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 500 MG/ML / trospium 0.04 MG/ML Injectable Solution,412412,RxNorm,Analgesics
ANALGESICS,N02,ATC,72 HR buprenorphine 0.0525 MG/HR Transdermal System,388507,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 400 MG / caffeine 50 MG Oral Capsule,410225,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 81 MG Oral Tablet [Heartline],392409,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 325 MG / caffeine 55 MG Oral Capsule,410185,RxNorm,Analgesics
ANALGESICS,N02,ATC,eletriptan 40 MG Oral Tablet [Relpax],404444,RxNorm,Analgesics
ANALGESICS,N02,ATC,eletriptan 20 MG Oral Tablet [Relpax],404443,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 500 MG / caffeine 65 MG Oral Tablet [Valorin Extra],404173,RxNorm,Analgesics
ANALGESICS,N02,ATC,zolmitriptan 5 MG/ACTUAT,402391,RxNorm,Analgesics
ANALGESICS,N02,ATC,zolmitriptan 5 MG/ACTUAT Nasal Spray [Zomig],402169,RxNorm,Analgesics
ANALGESICS,N02,ATC,zolmitriptan 5 MG/ACTUAT Nasal Spray,402000,RxNorm,Analgesics
ANALGESICS,N02,ATC,buprenorphine 0.0525 MG/HR,393331,RxNorm,Analgesics
ANALGESICS,N02,ATC,dextromoramide 10 MG,333000,RxNorm,Analgesics
ANALGESICS,N02,ATC,choline 100 MG Oral Capsule,411274,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 380 MG / caffeine 30 MG / codeine 30 MG Oral Capsule,309473,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 390 MG,315421,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 26 MG/ML,315260,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 160 MG/ML,315254,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG [Ridenol],569993,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 385 MG / caffeine 60 MG / orphenadrine 50 MG Oral Tablet,313802,RxNorm,Analgesics
ANALGESICS,N02,ATC,sumatriptan 100 MG Oral Tablet,313160,RxNorm,Analgesics
ANALGESICS,N02,ATC,sodium salicylate 325 MG Oral Tablet,313075,RxNorm,Analgesics
ANALGESICS,N02,ATC,belladonna alkaloids 15 MG / opium 60 MG Rectal Suppository,312106,RxNorm,Analgesics
ANALGESICS,N02,ATC,salicylic acid 600 MG,333043,RxNorm,Analgesics
ANALGESICS,N02,ATC,chlorpheniramine maleate 0.8 MG/ML / codeine polistirex 2 MG/ML Extended Release Suspension,309486,RxNorm,Analgesics
ANALGESICS,N02,ATC,oxetorone,32633,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 500 MG / butalbital 50 MG / codeine 30 MG Oral Capsule,309470,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 120 MG [Neopap Supprettes],569966,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 75 MG Chewable Tablet,308414,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 390 MG / caffeine 16.2 MG Oral Tablet,308408,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 648 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet,308369,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 454 MG / caffeine 32.4 MG / cinnamedrine 14.9 MG Oral Tablet,308366,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 500 MG / calcium carbonate 111 MG / magnesium carbonate 64 MG / magnesium oxide 30 MG Oral Tablet,308323,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 33.3 MG/ML [Genapap],570024,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen / fursultiamin Oral Tablet,437267,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 389 MG / caffeine 32.4 MG / propoxyphene hydrochloride 65 MG [Propoxyphene Compound 65],828599,RxNorm,Analgesics
ANALGESICS,N02,ATC,rizatriptan 10 MG,330765,RxNorm,Analgesics
ANALGESICS,N02,ATC,papaveretum 10 MG/ML,332292,RxNorm,Analgesics
ANALGESICS,N02,ATC,dezocine,22713,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 650 MG [Acephen],569974,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG [Acephen],569971,RxNorm,Analgesics
ANALGESICS,N02,ATC,choline citrate 650 MG,331692,RxNorm,Analgesics
ANALGESICS,N02,ATC,choline 420 MG,331690,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 80 MG/ML,330907,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 450 MG,330892,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 30 MG/ML,330890,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG [Tencet],571633,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 20 MG/ML,330880,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 650 MG / butalbital 50 MG [Tencon],539492,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 500 MG / butalbital 50 MG / caffeine 40 MG [Zebutal],571884,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 48 MG/ML,330600,RxNorm,Analgesics
ANALGESICS,N02,ATC,sumatriptan 50 MG,330542,RxNorm,Analgesics
ANALGESICS,N02,ATC,fentanyl 0.8 MG,330337,RxNorm,Analgesics
ANALGESICS,N02,ATC,fentanyl 1.6 MG,330336,RxNorm,Analgesics
ANALGESICS,N02,ATC,methoxyflurane 0.999 MG/MG,330029,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG [Two-Dyne],571635,RxNorm,Analgesics
ANALGESICS,N02,ATC,oxycodone 1 MG/ML,328460,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 325 MG / butalbital 50 MG / caffeine 40 MG / codeine 30 MG Oral Tablet,309472,RxNorm,Analgesics
ANALGESICS,N02,ATC,codeine 8 MG,330885,RxNorm,Analgesics
ANALGESICS,N02,ATC,ethenzamide 500 MG,439400,RxNorm,Analgesics
ANALGESICS,N02,ATC,fonazine,50138,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG / phenyltoloxamine citrate 25 MG / salicylamide 200 MG Oral Capsule,477064,RxNorm,Analgesics
ANALGESICS,N02,ATC,sumatriptan 140 MG,451857,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 165 MG,451119,RxNorm,Analgesics
ANALGESICS,N02,ATC,nefopam 10 MG/ML,446633,RxNorm,Analgesics
ANALGESICS,N02,ATC,lisuride 0.025 MG,440961,RxNorm,Analgesics
ANALGESICS,N02,ATC,imidazole-2-hydroxybenzoate 750 MG,440550,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 500 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,308322,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 320 MG,437676,RxNorm,Analgesics
ANALGESICS,N02,ATC,flupirtine 150 MG,439775,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 324 MG Delayed Release Oral Tablet,561992,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 606 MG,439084,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 202 MG,439082,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 3 MG,439077,RxNorm,Analgesics
ANALGESICS,N02,ATC,dipyrone 200 MG/ML,439076,RxNorm,Analgesics
ANALGESICS,N02,ATC,propyphenazone 300 MG,438601,RxNorm,Analgesics
ANALGESICS,N02,ATC,codeine 1.17 MG/ML,438595,RxNorm,Analgesics
ANALGESICS,N02,ATC,codeine 25 MG,438594,RxNorm,Analgesics
ANALGESICS,N02,ATC,benorilate 500 MG,437821,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 510 MG,437748,RxNorm,Analgesics
ANALGESICS,N02,ATC,flupirtine 75 MG,439777,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 120 MG [Disprol Junior],564373,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 33.3 MG/ML [Child Silapap],570020,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 33.3 MG/ML [Apra],570014,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG / butalbital 50 MG / codeine 15 MG Oral Capsule,309448,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 450 MG / papaverine 2 MG / phenobarbital 30 MG Rectal Suppository,420471,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 33.3 MG/ML [Altenol],570013,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 32 MG/ML [Ed-APAP],570007,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG [Uni-Ace],570000,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 120 MG [Uniserts],569970,RxNorm,Analgesics
ANALGESICS,N02,ATC,dextromoramide 10 MG/ML [Palfium],565627,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 250 MG / salicylamide 600 MG [Frenadol],540432,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 75 MG [Caprin],564986,RxNorm,Analgesics
ANALGESICS,N02,ATC,oxycodone hydrochloride 5 MG Oral Capsule [Oxynorm],541046,RxNorm,Analgesics
ANALGESICS,N02,ATC,pizotyline 0.05 MG/ML [Sanomigran],563865,RxNorm,Analgesics
ANALGESICS,N02,ATC,pizotyline 0.5 MG [Sanomigran],563864,RxNorm,Analgesics
ANALGESICS,N02,ATC,pentazocine 30 MG/ML [Fortral],563859,RxNorm,Analgesics
ANALGESICS,N02,ATC,papaveretum 15.4 MG/ML [Omnopon],563438,RxNorm,Analgesics
ANALGESICS,N02,ATC,papaveretum 10 MG [Omnopon],563395,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 600 MG [Palaprin Forte],563062,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 500 MG [Levius],563060,RxNorm,Analgesics
ANALGESICS,N02,ATC,morphine 64 MG/ML Injectable Solution,561993,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG [Genapap],569984,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 50 MG/ML [Medinol Over Six],565298,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 100 MG / phenobarbital 10 MG Rectal Suppository,421163,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 400 MG Oral Tablet,432387,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 250 MG Oral Tablet,432386,RxNorm,Analgesics
ANALGESICS,N02,ATC,salicylamide 250 MG Oral Tablet,430966,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 100 MG / caffeine 40 MG Oral Tablet,430898,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 1000 MG Oral Tablet,430837,RxNorm,Analgesics
ANALGESICS,N02,ATC,tramadol 100 MG Oral Tablet,430796,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 300 MG / chlormezanone 200 MG Oral Tablet,427800,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 120 MG/ML Oral Solution,425723,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 48 MG/ML Oral Suspension,422625,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 250 MG / aspirin 210 MG / caffeine 40 MG Oral Tablet,432642,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 250 MG / phenobarbital 50 MG Rectal Suppository,421239,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 170 MG Rectal Suppository,421147,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 160 MG Rectal Suppository,421152,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 30 MG Rectal Suppository,421148,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 400 MG / promethazine 10 MG Rectal Suppository,420869,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 100 MG Rectal Suppository,421071,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 200 MG / promethazine 5 MG Rectal Suppository,420873,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 30 MG,437675,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG [Vitapap],570001,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 180 MG Rectal Suppository,421070,RxNorm,Analgesics
ANALGESICS,N02,ATC,meperidine 100 MG Rectal Suppository,421065,RxNorm,Analgesics
ANALGESICS,N02,ATC,propyphenazone 300 MG Rectal Suppository,421574,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 300 MG / salicylamide 200 MG Oral Tablet,435544,RxNorm,Analgesics
ANALGESICS,N02,ATC,antipyrine 300 MG,437579,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 350 MG Rectal Suppository,421073,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 162 MG / aspirin 227 MG / caffeine 32 MG Oral Tablet,432643,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 20 MG/ML Oral Suspension,437160,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 400 MG/ML,437260,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 325 MG / caffeine 100 MG Oral Capsule,435562,RxNorm,Analgesics
ANALGESICS,N02,ATC,salicylamide 450 MG,435538,RxNorm,Analgesics
ANALGESICS,N02,ATC,antipyrine 250 MG,437585,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 333 MG Delayed Release Oral Tablet,433876,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 100 MG / glycine 50 MG Chewable Tablet,433418,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 500 MG / dimenhydrinate 12.5 MG Oral Tablet,432754,RxNorm,Analgesics
ANALGESICS,N02,ATC,propyphenazone 500 MG Oral Tablet,432691,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 500 MG / glycine 250 MG Chewable Tablet,433417,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 350 MG / caffeine 30 MG Oral Tablet,432721,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 150 MG / aspirin 250 MG / caffeine 50 MG Oral Tablet,432713,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 500 MG / caffeine 30 MG Oral Tablet,432726,RxNorm,Analgesics
ANALGESICS,N02,ATC,aloxiprin 600 MG Chewable Tablet,433224,RxNorm,Analgesics
ANALGESICS,N02,ATC,acetaminophen 180 MG Chewable Tablet,433351,RxNorm,Analgesics
ANALGESICS,N02,ATC,aspirin 300 MG Chewable Tablet,433353,RxNorm,Analgesics
ANALGESICS,N02,ATC,lisuride 0.5 MG Oral Tablet,432650,RxNorm,Analgesics
ANALGESICS,N02,ATC,antipyrine 450 MG,437587,RxNorm,Analgesics
ANTIEPILEPTICS,N03,ATC,topiramate 92 MG,1302849,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03A,ATC,primidone 50 MG,316588,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03A,ATC,topiramate 400 MG,452233,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03A,ATC,perampanel 10 MG,1356581,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03A,ATC,topiramate 200 MG,316840,RxNorm,Antiepileptics
ANTIDEPRESSANTS,N06A,ATC,fluoxetine 90 MG,331559,RxNorm,Antidepressants 
ANTIDEPRESSANTS,N06A,ATC,iprindole 15 MG,385699,RxNorm,Antidepressants 
ANTIDEPRESSANTS,N06A,ATC,phenelzine,8123,RxNorm,Antidepressants 
ANTIDEPRESSANTS,N06A,ATC,melitracen,446248,RxNorm,Antidepressants 
ANTIDEPRESSANTS,N06A,ATC,minaprine 100 MG,446552,RxNorm,Antidepressants 
Antibiotics,R02AB,ATC,gramicidin,5011,RxNorm,Antibiotics (systemic)
Antibiotics,R02AB,ATC,neomycin,7299,RxNorm,Antibiotics (systemic)
ANTIEPILEPTICS,N03,ATC,stiripentol,2054968,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,lamotrigine Extended Release Oral Tablet,850075,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,24 HR levetiracetam 500 MG Extended Release Oral Tablet,807832,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,{14 (24 HR lamotrigine 100 MG Extended Release Oral Tablet) / 7 (24 HR lamotrigine 200 MG Extended Release Oral Capsule) / 14 (24 HR lamotrigine 50 MG Extended Release Oral Tablet) } Pack,850097,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,phenytoin sodium 100 MG Oral Capsule [Dilantin],855859,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,lacosamide Oral Tablet [Vimpat],809989,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,phenytoin sodium 100 MG [Di-Phen],855676,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,phenytoin sodium 200 MG,855860,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,phenacemide Oral Tablet [Phenurone],368739,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,lamotrigine Extended Release Oral Capsule,850081,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,lamotrigine 100 MG Extended Release Oral Tablet,850089,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,phenobarbital Injectable Solution [Luminal],847472,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,pregabalin Oral Capsule [Lyrica],607017,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,phenytoin Oral Suspension [Dilantin],544389,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,phensuximide Oral Capsule,373348,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,topiramate Oral Tablet,374166,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,phenytoin sodium 25 MG,855935,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,topiramate Oral Tablet [Topiragen],901325,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,24 HR lamotrigine 100 MG Extended Release Oral Tablet,850087,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,pregabalin 20 MG/ML [Lyrica],898716,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,valproic acid 125 MG Delayed Release Oral Capsule,1099656,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,5 ML valproic acid 100 MG/ML Injection [Depacon],1099650,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,valproic acid 100 MG Oral Tablet,1099703,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,24 HR valproic acid 250 MG Extended Release Oral Capsule,1099759,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,rufinamide 40 MG/ML,1092355,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,lacosamide 10 MG/ML Oral Solution,993856,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,beclamide Oral Tablet,385083,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,topiramate 50 MG [Topiragen],901335,RxNorm,Antiepileptics
ANTIEPILEPTICS,N03,ATC,{21 (24 HR lamotrigine 25 MG Extended Release Oral Tablet [Lamictal]) / 7 (24 HR lamotrigine 50 MG Extended Release Oral Tablet [Lamictal]) } Pack [Lamictal XR Blue Patient Titration Kit (for Patients Taking Valproate)],900984,RxNorm,Antiepileptics
